1,0,0,0,0,57.625,383.5,181,0,206
2,0,0,0,0,58.75,384.375,181,0,206
3,0,0,0,0,59.875,385.375,181,0,206
4,0,0,0,0,61.125,386.5,181,0,206
5,0,0,0,0,62,387.625,181,0,206
6,0,1200,1200,1200,63.25,388.375,181,0,206
7,0,6112,6112,6112,65,389.875,181,0,206
8,0,4144,4144,4144,66.75,391.125,181,0,206
9,0,5984,5984,5984,68.25,392,181,0,206
10,0,3584,3584,3584,70.5,393.125,181,0,206
11,0,2368,2368,2368,72.625,394,181,0,206
12,0,1392,1392,1392,74.875,395,181,0,206
13,0,1840,1840,1840,77,395.875,181,0,206
14,0,1984,1984,1984,79,397.625,181,0,206
15,0,1472,1472,1472,81.125,399.375,181,0,206
16,0,1648,1648,1648,82.75,400.75,181,0,206
17,0,1968,1968,1968,84.375,401.875,181,0,206
18,0,944,944,944,86.25,402.875,181,0,206
19,0,736,736,736,87.875,403.625,181,0,206
20,0,1616,1616,1616,89.875,404.75,181,0,206
21,0,2992,2992,2992,92.375,405.625,181,0,206
22,0,3408,3408,3408,94.75,406.5,181,0,206
23,0,1136,1136,1136,96.5,407.375,181,0,206
24,0,848,848,848,98.5,408,181,0,206
25,0,1584,1584,1584,100.125,408.75,181,0,206
26,0,2336,2336,2336,102.125,410,181,0,206
27,0,2032,2032,2032,104.25,411,181,0,206
28,0,1056,1056,1056,106.875,412.375,181,0,206
29,0,1136,1136,1136,109.75,413.75,181,0,206
30,0,5952,5952,5952,112,414.375,181,0,206
31,0,1664,1664,1664,114,415.25,181,0,206
32,0,0,0,0,116.125,416,181,0,206
33,0,1440,1440,1440,118.75,416.875,181,0,206
34,0,1472,1472,1472,120.75,418,181,0,206
35,0,2752,2752,2752,123,419,181,0,206
36,0,2928,2928,2928,124.875,419.75,181,0,206
37,0,1712,1712,1712,127.5,420.375,181,0,206
38,0,1792,1792,1792,130,421.25,181,0,206
39,0,1264,1264,1264,132.5,422,181,0,206
40,0,1968,1968,1968,135.125,423.25,181,0,206
41,0,1088,1088,1088,137.5,425,181,0,206
42,0,1792,1792,1792,139.125,426.375,181,0,206
43,0,2192,2192,2192,141,427,181,0,206
44,0,1872,1872,1872,143.375,427.625,181,0,206
45,0,1840,1840,1840,145.75,428.875,181,0,206
46,0,1200,1200,1200,148.5,430,181,0,206
47,0,2368,2368,2368,152.25,431.875,181,0,206
48,0,2432,2432,2432,154.25,432.75,181,0,206
49,0,1648,1648,1648,157.25,434.25,181,0,206
50,0,1664,1664,1664,159.625,434.875,181,0,206
51,0,1232,1232,1232,162.375,436.125,181,0,206
52,0,1744,1744,1744,164.625,436.75,181,0,206
53,0,832,832,832,167.125,437.5,181,0,206
54,0,1552,1552,1552,169.875,438.875,181,0,206
55,0,464,464,464,172.625,439.875,181,0,206
56,0,1856,1856,1856,174.875,441.125,181,0,206
57,0,1968,1968,1968,177.375,442,181,0,206
58,0,1712,1712,1712,179.875,443.5,181,0,206
59,0,1472,1472,1472,182.5,444.5,181,0,206
60,0,2384,2384,2384,184.75,445.75,181,0,206
61,0,1024,1024,1024,186.875,446.875,181,0,206
62,0,736,736,736,188.375,447.875,181,0,206
63,0,0,0,0,191.25,448.5,181,0,206
64,0,2144,2144,2144,193.25,449.375,181,0,206
65,0,1680,1680,1680,195.25,450.125,181,0,206
66,0,1664,1664,1664,197.75,451.125,181,0,206
67,0,2096,2096,2096,200.125,452,181,0,206
68,0,1072,1072,1072,202.625,453.25,181,0,206
69,0,1152,1152,1152,205.375,454.125,181,0,206
70,0,1584,1584,1584,207.125,455.125,181,0,206
71,0,1920,1920,1920,209.25,455.875,181,0,206
72,0,1632,1632,1632,211.5,456.875,181,0,206
73,0,944,944,944,213.375,458,181,0,206
74,0,1744,1744,1744,215.75,458.875,181,0,206
75,0,2112,2112,2112,218.375,459.75,181,0,206
76,0,1360,1360,1360,221.375,461,181,0,206
77,0,2352,2352,2352,224.125,462.375,181,0,206
78,0,1824,1824,1824,226.75,463,181,0,206
79,0,1600,1600,1600,229,464.25,181,0,206
80,0,1504,1504,1504,231.375,465.25,181,0,206
81,0,1008,1008,1008,234.375,466.625,181,0,206
82,0,1520,1520,1520,237.125,467.5,181,0,206
83,0,1504,1504,1504,240.125,468.625,181,0,206
84,0,2368,2368,2368,242.625,469.5,181,0,206
85,0,2048,2048,2048,244.875,470.5,181,0,206
86,0,1744,1744,1744,247.875,471.875,181,0,206
87,0,2224,2224,2224,250.75,473.125,181,0,206
88,0,2128,2128,2128,253.375,474.125,181,0,206
89,0,1632,1632,1632,256.5,474.875,181,0,206
90,0,2800,2800,2800,259.25,475.75,181,0,206
91,0,0,0,0,261.75,476.5,181,0,206
92,0,6096,6096,6096,264.75,477.75,181,0,206
93,0,1504,1504,1504,267,478.75,181,0,206
94,0,768,768,768,270.625,479.875,181,0,206
95,0,1648,1648,1648,273.5,480.375,181,0,206
96,0,1824,1824,1824,277,481.125,181,0,206
97,0,2160,2160,2160,279.625,481.625,181,0,206
98,0,2240,2240,2240,281.875,481.875,181,0,206
99,0,2096,2096,2096,284.375,481.875,181,0,206
100,0,1680,1680,1680,286.25,482.5,181,0,206
101,0,1776,1776,1776,288.25,483.125,181,0,206
102,0,2224,2224,2224,290.375,483.75,181,0,206
103,0,0,0,0,292.875,484.375,181,0,206
104,0,5248,5248,5248,295.5,484.75,181,0,206
105,0,1584,1584,1584,297.625,485,181,0,206
106,0,1552,1552,1552,301.25,485.625,181,0,206
107,0,1408,1408,1408,304,485.75,181,0,206
108,0,1968,1968,1968,307.25,485.875,181,0,206
109,0,944,944,944,310.5,486,181,0,206
110,0,1840,1840,1840,314,486.25,181,0,206
111,0,3616,3616,3616,317.875,486.375,181,0,206
112,0,1280,1280,1280,321.125,486.625,181,0,206
113,0,928,928,928,323.875,486.75,181,0,206
114,0,1776,1776,1776,327.375,487,181,0,206
